"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"02.03.2024 17:00 - 02.03.2024 18:00","1","1","4","296","343","197","256","542","428"
"02.03.2024 18:00 - 02.03.2024 19:00","0","0","0","324","368","222","309","504","729"
"02.03.2024 19:00 - 02.03.2024 20:00","0","0","0","413","476","469","376","520","718"
"02.03.2024 20:00 - 02.03.2024 21:00","0","0","0","519","602","658","446","566","680"
"02.03.2024 21:00 - 02.03.2024 22:00","0","0","0","595","666","675","477","573","790"
"02.03.2024 22:00 - 02.03.2024 23:00","0","0","0","648","689","812","508","588","816"
"02.03.2024 23:00 - 03.03.2024 00:00","0","0","0","673","930","930","690","778","778"
"03.03.2024 00:00 - 03.03.2024 01:00","0","0","0","680","979","979","716","697","697"
"03.03.2024 01:00 - 03.03.2024 02:00","0","0","0","708","897","897","767","767","767"
"03.03.2024 02:00 - 03.03.2024 03:00","0","0","0","746","986","986","814","764","764"
"03.03.2024 03:00 - 03.03.2024 04:00","0","0","0","763","982","982","848","765","765"
"03.03.2024 04:00 - 03.03.2024 05:00","0","0","0","773","977","977","876","790","790"
"03.03.2024 05:00 - 03.03.2024 06:00","0","0","0","788","909","909","828","732","732"
"03.03.2024 06:00 - 03.03.2024 07:00","27","24","24","789","793","793","802","824","824"
"03.03.2024 07:00 - 03.03.2024 08:00","185","158","158","768","772","777","904","959","959"
"03.03.2024 08:00 - 03.03.2024 09:00","339","290","27","757","755","815","938","974","932"
"03.03.2024 09:00 - 03.03.2024 10:00","464","398","115","748","735","855","913","925","927"
"03.03.2024 10:00 - 03.03.2024 11:00","522","432","146","733","683","915","1015","943","1021"
"03.03.2024 11:00 - 03.03.2024 12:00","519","420","197","715","635","694","1030","945","1121"
"03.03.2024 12:00 - 03.03.2024 13:00","469","392","239","686","611","627","1025","933","1146"
"03.03.2024 13:00 - 03.03.2024 14:00","377","329","225","669","602","677","974","914","1065"
"03.03.2024 14:00 - 03.03.2024 15:00","260","232","181","660","588","702","909","901","1119"
"03.03.2024 15:00 - 03.03.2024 16:00","141","123","97","646","585","757","904","902","1078"
"03.03.2024 16:00 - 03.03.2024 17:00","29","25","12","654","604","881","856","869","917"
"03.03.2024 17:00 - 03.03.2024 18:00","1","1","0","670","627","739","763","803","854"
"03.03.2024 18:00 - 03.03.2024 19:00","0","0","0","667","640","904","773","812","871"
"03.03.2024 19:00 - 03.03.2024 20:00","0","0","0","645","647","811","784","794","883"
"03.03.2024 20:00 - 03.03.2024 21:00","0","0","0","617","646","667","786","797","896"
"03.03.2024 21:00 - 03.03.2024 22:00","0","0","0","571","616","543","783","793","866"
"03.03.2024 22:00 - 03.03.2024 23:00","0","0","0","518","568","479","783","781","864"
"03.03.2024 23:00 - 04.03.2024 00:00","0","0","0","569","512","512","862","808","808"
"04.03.2024 00:00 - 04.03.2024 01:00","0","0","0","551","545","545","823","823","823"
"04.03.2024 01:00 - 04.03.2024 02:00","0","0","0","542","463","463","773","755","755"
"04.03.2024 02:00 - 04.03.2024 03:00","0","0","0","554","413","413","772","665","665"
"04.03.2024 03:00 - 04.03.2024 04:00","0","0","0","564","371","371","799","742","742"
"04.03.2024 04:00 - 04.03.2024 05:00","0","0","0","572","327","327","805","804","804"
"04.03.2024 05:00 - 04.03.2024 06:00","0","0","0","589","440","440","734","797","797"
"04.03.2024 06:00 - 04.03.2024 07:00","32","29","29","614","503","503","720","861","861"
"04.03.2024 07:00 - 04.03.2024 08:00","195","176","176","617","503","497","861","1037","1037"
"04.03.2024 08:00 - 04.03.2024 09:00","359","321","116","608","504","513","987","1152","1176"
"04.03.2024 09:00 - 04.03.2024 10:00","497","422","207","611","521","511","1076","1227","1368"
"04.03.2024 10:00 - 04.03.2024 11:00","599","515","423","614","572","572","1182","1302","1512"
"04.03.2024 11:00 - 04.03.2024 12:00","694","594","689","603","610","647","1248","1347","1736"
"04.03.2024 12:00 - 04.03.2024 13:00","732","610","843","589","622","597","1278","1368","1840"
"04.03.2024 13:00 - 04.03.2024 14:00","671","560","733","590","619","569","1306","1393","1831"
"04.03.2024 14:00 - 04.03.2024 15:00","518","430","431","595","614","645","1293","1411","1820"
"04.03.2024 15:00 - 04.03.2024 16:00","299","245","232","618","645","697","1322","1451","1966"
"04.03.2024 16:00 - 04.03.2024 17:00","62","50","40","667","714","749","1320","1496","1933"
"04.03.2024 17:00 - 04.03.2024 18:00","2","1","2","723","769","944","1205","1481","1776"
"04.03.2024 18:00 - 04.03.2024 19:00","0","0","0","764","793","858","1244","1533","2035"
"04.03.2024 19:00 - 04.03.2024 20:00","0","0","0","791","823","980","1360","1546","2068"
"04.03.2024 20:00 - 04.03.2024 21:00","0","0","0","817","845","1053","1412","1552","1979"
"04.03.2024 21:00 - 04.03.2024 22:00","0","0","0","831","847","1017","1344","1470","1781"
"04.03.2024 22:00 - 04.03.2024 23:00","0","0","0","831","847","1044","1249","1370","1774"
"04.03.2024 23:00 - 05.03.2024 00:00","0","0","0","872","994","994","1561","1889","1889"
"05.03.2024 00:00 - 05.03.2024 01:00","0","0","0","869","971","971","1558","1953","1953"
"05.03.2024 01:00 - 05.03.2024 02:00","0","0","0","864","1029","1029","1558","1994","1994"
"05.03.2024 02:00 - 05.03.2024 03:00","0","0","0","862","1068","1068","1595","1982","1982"
"05.03.2024 03:00 - 05.03.2024 04:00","0","0","0","870","1035","1035","1606","2050","2050"
"05.03.2024 04:00 - 05.03.2024 05:00","0","0","0","881","1072","1072","1546","1951","1951"
"05.03.2024 05:00 - 05.03.2024 06:00","1","1","1","883","1090","1090","1375","1969","1969"
"05.03.2024 06:00 - 05.03.2024 07:00","56","52","52","874","1081","1081","1315","2130","2130"
"05.03.2024 07:00 - 05.03.2024 08:00","319","304","304","850","1083","1086","1527","2393","2393"
"05.03.2024 08:00 - 05.03.2024 09:00","540","530","150","816","1029","1053","1639","2461","2521"
"05.03.2024 09:00 - 05.03.2024 10:00","638","670","289","793","961","997","1615","2335","2318"
"05.03.2024 10:00 - 05.03.2024 11:00","653","721","429","789","902","973","1612","2298","2240"
"05.03.2024 11:00 - 05.03.2024 12:00","627","673","478","784","857","922","1555","2209","2151"
"05.03.2024 12:00 - 05.03.2024 13:00","554","602","445","775","820","922","1521","2133","2152"
"05.03.2024 13:00 - 05.03.2024 14:00","466","511","465","767","783","912","1466","2071","2228"
"05.03.2024 14:00 - 05.03.2024 15:00","330","371","267","758","765","969","1400","1946","2196"
"05.03.2024 15:00 - 05.03.2024 16:00","186","198","143","755","776","967","1290","1787","1770"
"05.03.2024 16:00 - 05.03.2024 17:00","45","43","17","739","779","1008","1053","1560","1346"
"05.03.2024 17:00 - 05.03.2024 18:00","1","1","1","728","786","947","781","1217","1079"
"05.03.2024 18:00 - 05.03.2024 19:00","0","0","0","743","782","828","745","1009","1308"
"05.03.2024 19:00 - 05.03.2024 20:00","0","0","0","750","768","706","866","977","1404"
"05.03.2024 20:00 - 05.03.2024 21:00","0","0","0","729","738","751","928","1029","1387"
"05.03.2024 21:00 - 05.03.2024 22:00","0","0","0","694","703","856","916","994","1394"
"05.03.2024 22:00 - 05.03.2024 23:00","0","0","0","670","680","951","833","932","1321"
"05.03.2024 23:00 - 06.03.2024 00:00","0","0","0","674","943","943","997","1208","1208"
"06.03.2024 00:00 - 06.03.2024 01:00","0","0","0","652","696","696","953","1042","1042"
"06.03.2024 01:00 - 06.03.2024 02:00","0","0","0","640","632","632","920","923","923"
"06.03.2024 02:00 - 06.03.2024 03:00","0","0","0","637","597","597","930","903","903"
"06.03.2024 03:00 - 06.03.2024 04:00","0","0","0","632","544","544","913","912","912"
"06.03.2024 04:00 - 06.03.2024 05:00","0","0","0","609","525","525","835","895","895"
"06.03.2024 05:00 - 06.03.2024 06:00","0","0","0","578","531","531","684","742","742"
"06.03.2024 06:00 - 06.03.2024 07:00","26","22","22","539","487","487","581","676","676"
"06.03.2024 07:00 - 06.03.2024 08:00","136","112","112","478","420","409","577","651","651"
"06.03.2024 08:00 - 06.03.2024 09:00","260","227","63","419","393","360","563","636","597"
"06.03.2024 09:00 - 06.03.2024 10:00","365","351","170","372","363","272","541","610","565"
"06.03.2024 10:00 - 06.03.2024 11:00","438","430","223","322","314","202","508","575","542"
"06.03.2024 11:00 - 06.03.2024 12:00","460","473","273","276","262","190","469","551","504"
"06.03.2024 12:00 - 06.03.2024 13:00","469","473","250","240","221","120","422","515","387"
"06.03.2024 13:00 - 06.03.2024 14:00","416","410","231","203","181","111","365","464","319"
"06.03.2024 14:00 - 06.03.2024 15:00","312","308","203","166","141","80","322","395","292"
"06.03.2024 15:00 - 06.03.2024 16:00","174","172","103","146","106","43","288","336","278"
"06.03.2024 16:00 - 06.03.2024 17:00","43","43","13","142","92","40","257","287","241"
"06.03.2024 17:00 - 06.03.2024 18:00","1","1","0","150","113","32","223","240","199"
"06.03.2024 18:00 - 06.03.2024 19:00","0","0","0","172","161","48","218","218","189"
"06.03.2024 19:00 - 06.03.2024 20:00","0","0","0","215","207","97","223","216","199"
"06.03.2024 20:00 - 06.03.2024 21:00","0","0","0","252","236","107","223","230","201"
"06.03.2024 21:00 - 06.03.2024 22:00","0","0","0","255","259","122","212","228","177"
"06.03.2024 22:00 - 06.03.2024 23:00","0","0","0","245","281","159","201","216","146"
"06.03.2024 23:00 - 07.03.2024 00:00","0","0","0","334","154","154","204","141","141"
"07.03.2024 00:00 - 07.03.2024 01:00","0","0","0","299","87","87","191","140","140"
"07.03.2024 01:00 - 07.03.2024 02:00","0","0","0","245","87","87","180","150","150"
"07.03.2024 02:00 - 07.03.2024 03:00","0","0","0","213","119","119","170","139","139"
"07.03.2024 03:00 - 07.03.2024 04:00","0","0","0","214","164","164","167","205","205"
"07.03.2024 04:00 - 07.03.2024 05:00","0","0","0","237","162","162","165","210","210"
"07.03.2024 05:00 - 07.03.2024 06:00","1","1","1","250","145","145","154","186","186"
"07.03.2024 06:00 - 07.03.2024 07:00","73","66","66","258","105","105","155","201","201"
"07.03.2024 07:00 - 07.03.2024 08:00","361","320","320","278","158","158","184","211","211"
"07.03.2024 08:00 - 07.03.2024 09:00","656","578","320","292","204","159","212","244","225"
"07.03.2024 09:00 - 07.03.2024 10:00","901","825","492","293","223","145","263","291","256"
"07.03.2024 10:00 - 07.03.2024 11:00","1059","996","660","279","231","115","302","310","316"
"07.03.2024 11:00 - 07.03.2024 12:00","1108","1057","784","250","222","180","360","348","352"
"07.03.2024 12:00 - 07.03.2024 13:00","1069","1040","847","228","203","156","376","376","360"
"07.03.2024 13:00 - 07.03.2024 14:00","945","919","840","217","188","199","361","381","302"
"07.03.2024 14:00 - 07.03.2024 15:00","712","693","665","203","183","270","336","364","259"
"07.03.2024 15:00 - 07.03.2024 16:00","407","398","416","190","198","182","314","347","248"
"07.03.2024 16:00 - 07.03.2024 17:00","102","98","100","221","237","209","296","312","178"
"07.03.2024 17:00 - 07.03.2024 18:00","2","2","6","285","283","180","265","284","119"
"07.03.2024 18:00 - 07.03.2024 19:00","0","0","0","341","323","170","281","301","306"
"07.03.2024 19:00 - 07.03.2024 20:00","0","0","0","377","363","205","331","325","287"
"07.03.2024 20:00 - 07.03.2024 21:00","0","0","0","396","401","166","345","334","273"
"07.03.2024 21:00 - 07.03.2024 22:00","0","0","0","396","410","148","328","328","212"
"07.03.2024 22:00 - 07.03.2024 23:00","0","0","0","384","397","215","315","295","233"
"07.03.2024 23:00 - 08.03.2024 00:00","0","0","0","347","273","273","286","219","219"
"08.03.2024 00:00 - 08.03.2024 01:00","0","0","0","342","215","215","262","205","205"
"08.03.2024 01:00 - 08.03.2024 02:00","0","0","0","344","209","209","243","188","188"
"08.03.2024 02:00 - 08.03.2024 03:00","0","0","0","353","169","169","240","159","159"
"08.03.2024 03:00 - 08.03.2024 04:00","0","0","0","363","224","224","243","137","137"
"08.03.2024 04:00 - 08.03.2024 05:00","0","0","0","367","204","204","237","151","151"
"08.03.2024 05:00 - 08.03.2024 06:00","1","1","1","365","224","224","214","155","155"
"08.03.2024 06:00 - 08.03.2024 07:00","85","82","82","362","214","214","208","181","181"
"08.03.2024 07:00 - 08.03.2024 08:00","402","381","381","356","261","265","229","185","185"
"08.03.2024 08:00 - 08.03.2024 09:00","752","715","325","349","271","256","244","211","175"
"08.03.2024 09:00 - 08.03.2024 10:00","1058","1029","849","335","274","221","242","232","148"
"08.03.2024 10:00 - 08.03.2024 11:00","1216","1198","1178","308","271","216","298","278","186"
"08.03.2024 11:00 - 08.03.2024 12:00","1249","1239","1293","295","258","170","365","331","288"
"08.03.2024 12:00 - 08.03.2024 13:00","1196","1191","1300","293","243","170","432","376","348"
"08.03.2024 13:00 - 08.03.2024 14:00","1047","1045","1170","295","238","159","481","420","431"
"08.03.2024 14:00 - 08.03.2024 15:00","787","785","899","322","253","125","534","456","480"
"08.03.2024 15:00 - 08.03.2024 16:00","455","454","543","380","312","182","567","479","486"
"08.03.2024 16:00 - 08.03.2024 17:00","116","116","140","452","404","272","563","489","557"
"08.03.2024 17:00 - 08.03.2024 18:00","3","3","9","522","487","461","520","526","618"
"08.03.2024 18:00 - 08.03.2024 19:00","0","0","0","575","544","540","569","640","897"
"08.03.2024 19:00 - 08.03.2024 20:00","0","0","0","598","568","589","719","727","956"
"08.03.2024 20:00 - 08.03.2024 21:00","0","0","0","610","586","612","766","758","977"
"08.03.2024 21:00 - 08.03.2024 22:00","0","0","0","628","607","702","741","748","963"
"08.03.2024 22:00 - 08.03.2024 23:00","0","0","0","650","629","698","713","690","881"
"08.03.2024 23:00 - 09.03.2024 00:00","0","0","0","661","721","721","799","968","968"
"09.03.2024 00:00 - 09.03.2024 01:00","0","0","0","685","715","715","802","1033","1033"
"09.03.2024 01:00 - 09.03.2024 02:00","0","0","0","701","769","769","815","1062","1062"
"09.03.2024 02:00 - 09.03.2024 03:00","0","0","0","716","796","796","843","1117","1117"
"09.03.2024 03:00 - 09.03.2024 04:00","0","0","0","738","861","861","896","1206","1206"
"09.03.2024 04:00 - 09.03.2024 05:00","0","0","0","773","953","953","968","1343","1343"
"09.03.2024 05:00 - 09.03.2024 06:00","1","1","1","810","978","978","987","1399","1399"
"09.03.2024 06:00 - 09.03.2024 07:00","99","95","95","843","1046","1046","1059","1681","1681"
"09.03.2024 07:00 - 09.03.2024 08:00","410","384","384","872","1052","1055","1368","2072","2072"
"09.03.2024 08:00 - 09.03.2024 09:00","714","649","146","888","1023","1008","1615","2257","2330"
"09.03.2024 09:00 - 09.03.2024 10:00","950","853","351","891","987","959","1744","2256","2514"
"09.03.2024 10:00 - 09.03.2024 11:00","1086","959","548","883","944","1031","1821","2242","2606"
"09.03.2024 11:00 - 09.03.2024 12:00","1107","983","772","873","916","973","1773","2134","2523"
"09.03.2024 12:00 - 09.03.2024 13:00","1043","930","577","872","898","932","1673","1987","2234"
"09.03.2024 13:00 - 09.03.2024 14:00","915","824","525","870","887","279","1790","2117","2238"
"09.03.2024 14:00 - 09.03.2024 15:00","696","641","527","865","884","683","1817","2133","2447"
"09.03.2024 15:00 - 09.03.2024 16:00","414","383","338","867","882","1050","1828","2073","2551"
"09.03.2024 16:00 - 09.03.2024 17:00","112","105","95","872","876","1070","1786","1983","2441"
"09.03.2024 17:00 - 09.03.2024 18:00","3","3","6","879","883","1074","1585","1795","2231"
"09.03.2024 18:00 - 09.03.2024 19:00","0","0","0","890","902","1092","1552","1741","2359"
"09.03.2024 19:00 - 09.03.2024 20:00","0","0","0","909","920","1102","1654","1717","2188"
"09.03.2024 20:00 - 09.03.2024 21:00","0","0","0","932","938","1093","1683","1725","2186"
"09.03.2024 21:00 - 09.03.2024 22:00","0","0","0","946","955","1102","1664","1680","2214"
"09.03.2024 22:00 - 09.03.2024 23:00","0","0","0","948","960","1090","1634","1679","2276"
"09.03.2024 23:00 - 10.03.2024 00:00","0","0","0","997","1091","1091","2062","2354","2354"
"10.03.2024 00:00 - 10.03.2024 01:00","0","0","0","987","1090","1090","2027","2465","2465"
"10.03.2024 01:00 - 10.03.2024 02:00","0","0","0","978","1091","1091","2004","2408","2408"
"10.03.2024 02:00 - 10.03.2024 03:00","0","0","0","968","1098","1098","2054","2474","2474"
"10.03.2024 03:00 - 10.03.2024 04:00","0","0","0","963","1100","1100","2046","2414","2414"
"10.03.2024 04:00 - 10.03.2024 05:00","0","0","0","965","1099","1099","1936","2492","2492"
"10.03.2024 05:00 - 10.03.2024 06:00","1","1","1","967","1104","1104","1741","2380","2380"
"10.03.2024 06:00 - 10.03.2024 07:00","46","51","51","969","1101","1101","1691","2551","2551"
"10.03.2024 07:00 - 10.03.2024 08:00","156","186","186","968","1097","1099","1963","2809","2808"
"10.03.2024 08:00 - 10.03.2024 09:00","280","323","22","964","1076","1109","2122","2896","2778"
"10.03.2024 09:00 - 10.03.2024 10:00","415","428","101","963","1050","1101","2092","2732","2639"
"10.03.2024 10:00 - 10.03.2024 11:00","509","473","150","963","1019","1097","2161","2676","2532"
"10.03.2024 11:00 - 10.03.2024 12:00","565","495","191","964","1003","1093","2161","2598","2605"
"10.03.2024 12:00 - 10.03.2024 13:00","566","504","201","970","996","1096","2124","2534","2521"
"10.03.2024 13:00 - 10.03.2024 14:00","524","464","233","978","996","1066","2086","2519","2592"
"10.03.2024 14:00 - 10.03.2024 15:00","423","363","231","985","996","1061","2106","2585","2720"
"10.03.2024 15:00 - 10.03.2024 16:00","266","233","150","988","993","1102","2149","2591","2929"
"10.03.2024 16:00 - 10.03.2024 17:00","81","76","23","996","996","1103","2179","2563","2822"
"10.03.2024 17:00 - 10.03.2024 18:00","2","2","0","1003","1002","1108","2056","2394","2751"
"10.03.2024 18:00 - 10.03.2024 19:00","0","0","0","1004","1002","1106","2111","2350","3047"
"10.03.2024 19:00 - 10.03.2024 20:00","0","0","0","1003","998","1104","2267","2358","3151"
"10.03.2024 20:00 - 10.03.2024 21:00","0","0","0","1002","995","1104","2391","2448","3181"
"10.03.2024 21:00 - 10.03.2024 22:00","0","0","0","1002","992","1090","2381","2379","3105"
"10.03.2024 22:00 - 10.03.2024 23:00","0","0","0","1001","988","1099","2300","2285","2988"
"10.03.2024 23:00 - 11.03.2024 00:00","0","0","0","1005","1099","1099","2441","2815","2815"
"11.03.2024 00:00 - 11.03.2024 01:00","0","0","0","994","1100","1100","2362","2759","2759"
"11.03.2024 01:00 - 11.03.2024 02:00","0","0","0","982","1102","1102","2359","2794","2794"
